product,entry_open,sl,tp,rr,nc,R,sl_over_R,sl_usd,tp_net_usd,n,tp_n,sl_n,flat_n,wr_cond,flat_share,ev_trade,wr_h1,wr_h2,combine_pass,p10,p25,p50,p75,p90,mean,p_ge1_payout_1y,xfa_p_ge1_payout,xfa_avg_days,xfa_mean_payout,skipped
ZN,540,8,3,0.43,5,17.0,0.47058823529411764,638.1,221.275,517.0,369.0,135.0,13.0,0.7321428571428571,0.025145067698259187,-15.971131528046422,0.7182539682539683,0.746031746031746,0.70681,-1167.12,-305.68499999999983,765.61875,2047.597470703126,3496.3743427734403,1004.1508742256034,1.0,0.99688,12.0078,213.9095266104138,
ZN,540,8,2,0.25,5,17.0,,,,,,,,,,,,,,,,,,,,,,,,TP$<150
ZN,540,8,1,0.18,5,17.0,,,,,,,,,,,,,,,,,,,,,,,,TP$<150
ZN,540,13,13,1.0,5,17.0,0.7647058823529411,1028.725,1002.525,517.0,128.0,135.0,254.0,0.4866920152091255,0.4912959381044487,-20.957833655705986,0.5,0.46601941747572817,0.53774,144.04050000000166,1913.7712500000007,4529.8462500000005,8106.074648437501,12112.826695312511,5471.165790242868,1.0,0.81084,17.43814,823.4517733460542,
ZN,540,13,9,0.67,5,17.0,0.7647058823529411,1028.725,690.025,517.0,206.0,126.0,185.0,0.6204819277108434,0.3578336557059961,-20.655609284332662,0.5989304812834224,0.6482758620689655,0.56707,-413.3339999999986,1288.558828125002,3671.492343750001,6794.108437500002,10113.391828125006,4398.846428814939,1.0,0.8712,16.22744,665.7309467634843,
ZN,540,13,6,0.43,5,17.0,0.7647058823529411,1028.725,455.65,517.0,287.0,113.0,117.0,0.7175,0.2263056092843327,-22.01561895551255,0.6995305164319249,0.7379679144385026,0.59297,-1089.290249999999,455.2143750000006,2413.0982812500006,4918.920820312501,7656.542121093756,2940.876960714824,1.0,0.93874,14.14928,470.0676279894638,
ZN,540,13,4,0.33,5,17.0,0.7647058823529411,1028.725,299.4,517.0,355.0,97.0,65.0,0.7853982300884956,0.12572533849129594,-27.606769825918743,0.7659574468085106,0.8064516129032258,0.57203,-1419.1087499999994,-229.47749999999974,1270.1840625,3075.9834375000005,5104.071667968753,1611.985418311188,0.99995,0.97524,12.28674,306.74944445901895,
ZN,540,13,3,0.25,5,17.0,0.7647058823529411,1028.725,221.275,517.0,399.0,79.0,39.0,0.8347280334728033,0.07543520309477757,-14.611121856866513,0.8148148148148148,0.8553191489361702,0.63445,-1061.9825624999996,-1.4962499999996481,1310.4871875000003,2965.4578125000003,4786.842234375006,1648.8174405532857,0.99995,0.9914,11.9735,344.297617038832,
ZN,540,13,2,0.18,5,17.0,,,,,,,,,,,,,,,,,,,,,,,,TP$<150
ZN,540,17,17,1.0,5,17.0,1.0,1341.225,1315.025,517.0,73.0,82.0,362.0,0.47096774193548385,0.7001934235976789,-29.72234042553191,0.4727272727272727,0.4666666666666667,0.48578,145.0023750000006,1930.9753125000018,4577.315625000003,8340.7067578125,12526.92163476563,5627.510788136079,0.9998,0.76726,17.32572,868.2614822800418,
ZN,540,17,11,0.67,5,17.0,1.0,1341.225,846.275,517.0,166.0,75.0,276.0,0.6887966804979253,0.5338491295938105,-6.299951644100568,0.6405228758169934,0.7727272727272727,0.56909,615.381750000001,2693.058046875001,5721.6079687500005,9761.70159667969,14256.824203125007,6703.0480719376665,0.9999,0.84134,17.68152,981.9790190119791,
ZN,540,17,7,0.43,5,17.0,1.0,1341.225,533.775,517.0,271.0,68.0,178.0,0.799410029498525,0.344294003868472,3.3712282398452844,0.7407407407407407,0.8733333333333333,0.63177,314.46112500000027,2334.375000000001,5108.632031250001,8579.859653320316,12390.51456738282,5865.46866201975,1.0,0.9216,15.85994,860.6328009644353,
ZN,540,17,6,0.33,5,17.0,1.0,1341.225,455.65,517.0,294.0,65.0,158.0,0.8189415041782729,0.3056092843326886,-11.286653771760145,0.7638190954773869,0.8875,0.60113,-535.0663124999992,1174.9823437500002,3502.1671875,6398.222343750002,9564.058406250004,4113.533132237151,1.0,0.93492,14.6485,644.2637946971978,
ZN,540,17,4,0.25,5,17.0,1.0,1341.225,299.4,517.0,364.0,56.0,97.0,0.8666666666666667,0.18762088974854932,-19.748936170212755,0.8177777777777778,0.9230769230769231,0.57905,-1085.2526249999999,221.44500000000005,1935.0337500000005,4090.0946484375004,6394.4094375,2380.439421507775,1.0,0.971,12.7699,444.3314598119889,
ZN,540,17,3,0.18,5,17.0,1.0,1341.225,221.275,517.0,406.0,47.0,64.0,0.8962472406181016,0.12379110251450677,-12.797775628626662,0.8559322033898306,0.9400921658986175,0.60753,-865.9856249999991,245.02500000000038,1720.9195312500005,3644.521875000001,5723.246926757817,2143.105552467511,0.9999,0.9864,12.60342,452.47489893841595,
ZN,540,26,26,1.0,5,17.0,1.5294117647058822,2044.35,2018.15,517.0,29.0,36.0,452.0,0.4461538461538462,0.874274661508704,-37.42906189555125,0.4807692307692308,0.3076923076923077,0.43663,443.27475000000095,2403.8128125000007,5368.289062500001,9473.49703125,14077.239046875015,6518.4715374095085,0.99925,0.70768,17.00214,995.1773300608065,
ZN,540,26,17,0.67,5,17.0,1.5294117647058822,2044.35,1315.025,517.0,75.0,35.0,407.0,0.6818181818181818,0.7872340425531915,-34.55793036750482,0.6708860759493671,0.7096774193548387,0.45896,437.8286250000011,2350.170000000001,5230.820742187501,9078.663164062502,13521.722484375005,6270.323784051478,0.9995,0.74144,16.95492,960.6207574984958,
ZN,540,26,11,0.43,5,17.0,1.5294117647058822,2044.35,846.275,517.0,170.0,32.0,315.0,0.8415841584158416,0.6092843326885881,-10.984429400386846,0.8130081300813008,0.8860759493670886,0.53302,1016.2760625000009,3138.996093750001,6370.713281250002,10452.004365234376,14963.377508789066,7323.666138431339,1.0,0.81466,17.3646,1072.7168381003735,
ZN,540,26,9,0.33,5,17.0,1.5294117647058822,2044.35,690.025,517.0,216.0,31.0,270.0,0.8744939271255061,0.5222437137330754,-9.775531914893621,0.8357142857142857,0.9252336448598131,0.54808,727.0531875000007,2820.9290625000003,5860.48078125,9672.699726562503,13975.03390429688,6734.124189029527,1.0,0.84962,16.65806,993.8217923572635,
ZN,540,26,6,0.25,5,17.0,1.5294117647058822,2044.35,455.65,517.0,301.0,28.0,188.0,0.9148936170212766,0.36363636363636365,-9.7755319148936,0.8757062146892656,0.9605263157894737,0.56943,-38.165624999999935,1843.6725000000004,4437.572343750001,7726.738798828127,11151.506056640634,5120.0112935613115,0.99995,0.918,15.02252,809.0422827824608,
ZN,540,26,5,0.18,5,17.0,1.5294117647058822,2044.35,377.525,517.0,334.0,27.0,156.0,0.925207756232687,0.30174081237911027,-19.74893617021276,0.890625,0.9644970414201184,0.54389,-546.2150624999998,1072.4456250000007,3332.6015625,6080.8812890624995,9109.054898437505,3878.1670070533596,1.0,0.93502,13.88822,655.8135655452446,
ZC,510,11,11,1.0,5,22.0,0.5,713.9,661.1,502.0,187.0,200.0,115.0,0.48320413436692505,0.2290836653386454,-50.30438247011953,0.48,0.48663101604278075,0.50467,-1665.4050000000002,-403.9762500000003,1199.7956249999997,3247.8581249999997,5620.9629375,1662.8952794172362,0.99985,0.87044,15.21752,293.5869195320068,
ZC,510,11,7,0.67,5,22.0,0.5,713.9,411.1,502.0,271.0,169.0,62.0,0.615909090909091,0.12350597609561753,-37.48067729083666,0.625,0.6064814814814815,0.57317,-1838.367,-668.8181249999999,781.4587500000004,2529.25453125,4529.149875000001,1132.5145402791595,1.0,0.95676,13.34228,206.08496782907412,
ZC,510,11,5,0.43,5,22.0,0.5,713.9,286.1,502.0,318.0,149.0,35.0,0.6809421841541756,0.0697211155378486,-43.83027888446215,0.679324894514768,0.6826086956521739,0.5257,-1868.8117499999998,-935.4093750000001,161.73000000000022,1427.9259375000006,2834.2290937500015,361.8440531173555,0.9998,0.98154,11.77136,83.62632868387762,
ZC,510,11,4,0.33,5,22.0,0.5,713.9,223.6,502.0,345.0,131.0,26.0,0.7247899159663865,0.05179282868525897,-44.45278884462152,0.7226890756302521,0.726890756302521,0.49142,-1573.2900000000004,-807.615,42.43500000000006,1006.1915625000001,2107.8078750000013,172.9703773789673,0.9989,0.99026,11.23216,51.14077030129395,
ZC,510,11,3,0.25,5,22.0,0.5,713.9,161.1,502.0,383.0,110.0,9.0,0.7768762677484787,0.017928286852589643,-38.601195219123504,0.7732793522267206,0.7804878048780488,0.47912,-1202.58,-576.4275,71.1675000000001,766.9195312499999,1657.9726875000003,149.33344823107913,0.99515,0.99658,10.51142,55.61008241132814,
ZC,510,11,2,0.18,5,22.0,,,,,,,,,,,,,,,,,,,,,,,,TP$<150
ZC,510,16,16,1.0,5,22.0,0.7272727272727273,1026.4,973.6,502.0,131.0,139.0,232.0,0.48518518518518516,0.46215139442231074,-64.49760956175301,0.4930555555555556,0.47619047619047616,0.43266,-839.6100000000006,499.3649999999989,2383.5037499999985,4988.415937499999,8102.820093750003,3129.0031094545893,0.9995,0.75852,15.0781,512.7820550105711,
ZC,510,16,11,0.67,5,22.0,0.7272727272727273,1026.4,661.1,502.0,198.0,131.0,173.0,0.601823708206687,0.34462151394422313,-77.07231075697213,0.5882352941176471,0.6163522012578616,0.40907,-1619.5950000000005,-440.3081250000013,1061.774999999999,3005.611874999999,5296.016109375,1526.163764572265,0.9993,0.81852,13.66366,276.09851546542956,
ZC,510,16,7,0.43,5,22.0,0.7272727272727273,1026.4,411.1,502.0,286.0,114.0,102.0,0.715,0.20318725099601595,-62.87908366533867,0.7121951219512195,0.717948717948718,0.44524,-1980.8550000000007,-840.4059375000012,536.7543749999999,2205.4204687499996,4105.013625,852.8388343736567,0.9997,0.92128,12.12338,172.10493875385123,
ZC,510,16,5,0.33,5,22.0,0.7272727272727273,1026.4,286.1,502.0,333.0,100.0,69.0,0.76905311778291,0.13745019920318724,-66.86314741035861,0.7601809954751131,0.7783018867924528,0.38788,-1955.1600000000005,-1032.6150000000005,0.0,1204.0003124999998,2558.1172500000034,196.81654654151893,0.9985,0.96012,10.90004,51.56097676583858,
ZC,510,16,4,0.25,5,22.0,0.7272727272727273,1026.4,223.6,502.0,361.0,87.0,54.0,0.8058035714285714,0.10756972111553785,-60.88705179282872,0.7955555555555556,0.8161434977578476,0.37166,-1682.8335000000006,-874.5300000000004,27.40500000000003,1006.2,2169.7537499999994,149.05118469067352,0.99375,0.97838,10.67056,45.009463831787016,
ZC,510,16,3,0.18,5,22.0,0.7272727272727273,1026.4,161.1,502.0,398.0,76.0,28.0,0.8396624472573839,0.055776892430278883,-53.914940239043844,0.8319327731092437,0.847457627118644,0.34256,-1275.0750000000003,-603.2250000000001,89.1506249999996,807.7696875,1766.8968749999997,187.80111005163562,0.98175,0.9908,10.69376,71.9415340144958,
ZC,510,22,22,1.0,5,22.0,1.0,1401.4,1348.6,502.0,84.0,87.0,331.0,0.49122807017543857,0.6593625498007968,-76.3252988047809,0.4731182795698925,0.5128205128205128,0.38468,-335.8620000000008,1080.404999999999,3277.732499999999,6297.609374999998,9976.645546875003,4195.364138391356,0.99835,0.68194,14.75638,660.5546669973629,
ZC,510,22,15,0.67,5,22.0,1.0,1401.4,911.1,502.0,143.0,86.0,273.0,0.6244541484716157,0.5438247011952191,-97.36613545816734,0.6190476190476191,0.6310679611650486,0.35345,-1004.4900000000004,156.1499999999997,1804.6237499999997,4007.8040624999994,6695.751937500011,2416.7636844916983,0.99745,0.71364,13.63794,421.86895773486316,
ZC,510,22,9,0.43,5,22.0,1.0,1401.4,536.1,502.0,244.0,77.0,181.0,0.7601246105919003,0.3605577689243028,-84.91593625498008,0.7558139534883721,0.7651006711409396,0.3744,-1661.0895000000007,-517.6350000000001,937.1531249999995,2804.0175,5041.076062500003,1366.9971405919187,0.99905,0.83714,12.5029,265.47802151879876,
ZC,510,22,7,0.33,5,22.0,1.0,1401.4,411.1,502.0,291.0,72.0,139.0,0.8016528925619835,0.27689243027888444,-83.17290836653387,0.7936507936507936,0.8103448275862069,0.36484,-1928.2612500000005,-846.7931250000003,495.53437499999984,2143.5750000000003,4023.8685000000005,821.0891363994139,0.99875,0.89146,11.67946,179.12203884931634,
ZC,510,22,6,0.25,5,22.0,1.0,1401.4,348.6,502.0,314.0,68.0,120.0,0.8219895287958116,0.23904382470119523,-78.44183266932274,0.8080808080808081,0.8369565217391305,0.36167,-1937.8215000000002,-917.1450000000003,318.24,1844.0254687499998,3583.2414375,622.1382510997921,0.9984,0.9199,11.3585,146.90325823873897,
ZC,510,22,4,0.18,5,22.0,1.0,1401.4,223.6,502.0,366.0,56.0,80.0,0.8672985781990521,0.1593625498007968,-77.32131474103589,0.8511627906976744,0.8840579710144928,0.288,-1640.7000000000003,-868.2300000000001,0.0,978.9328125000001,2158.4573437500007,154.1571093792112,0.9844,0.96314,10.70352,54.39868300843499,
ZC,510,33,33,1.0,5,22.0,1.5,2088.9,2036.1,502.0,49.0,61.0,392.0,0.44545454545454544,0.7808764940239044,-105.58326693227094,0.43859649122807015,0.4528301886792453,0.32273,174.05549999999903,1759.618124999999,4258.3499999999985,7861.899375000001,12287.469375,5423.741515810547,0.9939,0.56712,13.36896,804.2692095457031,
ZC,510,33,22,0.67,5,22.0,1.5,2088.9,1348.6,502.0,86.0,59.0,357.0,0.593103448275862,0.7111553784860558,-137.8292828685259,0.6052631578947368,0.5797101449275363,0.2805,-536.3820000000003,562.2749999999993,2293.9649999999992,4847.034374999999,7872.264000000002,3128.647125522216,0.9885,0.58596,12.73528,538.3199388893554,
ZC,510,33,14,0.43,5,22.0,1.5,2088.9,848.6,502.0,162.0,58.0,282.0,0.7363636363636363,0.5617529880478087,-161.73366533864544,0.7521367521367521,0.7184466019417476,0.2417,-1065.1770000000004,-108.85500000000009,1053.9674999999997,2821.426874999999,5026.088250000001,1609.2410825434565,0.98025,0.62642,11.88588,329.22273372802726,
ZC,510,33,11,0.33,5,22.0,1.5,2088.9,661.1,502.0,206.0,57.0,239.0,0.7832699619771863,0.4760956175298805,-159.9906374501992,0.7851851851851852,0.78125,0.23026,-1378.8450000000003,-456.3,639.6749999999997,2202.4293749999997,4115.358000000001,1084.5403585971678,0.97945,0.68444,11.5117,246.64058416582023,
ZC,510,33,8,0.25,5,22.0,1.5,2088.9,473.6,502.0,267.0,52.0,183.0,0.8369905956112853,0.3645418326693227,-148.78545816733066,0.8323353293413174,0.8421052631578947,0.22015,-1670.7600000000004,-761.6587500000007,276.83999999999986,1606.7700000000002,3248.325,593.6593969775388,0.9801,0.77326,11.01544,159.20108112480466,
ZC,510,33,6,0.18,5,22.0,1.5,2088.9,348.6,502.0,317.0,48.0,137.0,0.8684931506849315,0.2729083665338645,-132.35119521912353,0.8617021276595744,0.8757062146892656,0.21454,-1738.6672500000006,-863.865,114.92999999999984,1321.7400000000005,2837.919937500001,376.79298131909155,0.97645,0.85154,10.55828,113.03186479980464,
